MM:DD:YYYY hh:mm:ss, Mouse, PelletCount, MotorTurns, BatteryVoltage, Delay
7/24/2021 1:24:29,1,1,1,4.36,0
7/24/2021 1:24:49,1,2,1,4.35,15
7/24/2021 1:26:21,1,3,12,4.36,15
MM:DD:YYYY hh:mm:ss, Mouse, PelletCount, MotorTurns, BatteryVoltage, Delay
7/24/2021 1:24:29,1,1,1,4.36,0
7/24/2021 1:24:57,1,2,1,4.36,15
7/24/2021 1:25:21,1,3,1,4.36,15
MM:DD:YYYY hh:mm:ss, Mouse, PelletCount, MotorTurns, BatteryVoltage, Delay
7/24/2021 1:24:31,1,1,1,4.36,0
MM:DD:YYYY hh:mm:ss, Mouse, PelletCount, MotorTurns, BatteryVoltage, Delay
7/24/2021 1:24:54,1,1,6,3.86,0
MM:DD:YYYY hh:mm:ss, Mouse, PelletCount, MotorTurns, BatteryVoltage, Delay
7/24/2021 1:29:34,1,1,2,4.00,0
7/24/2021 1:31:54,1,2,6,4.00,15
