MM:DD:YYYY hh:mm:ss, Mouse, PelletCount, MotorTurns, BatteryVoltage, Delay
7/25/2021 17:49:10,1,1,6,4.32,0
MM:DD:YYYY hh:mm:ss, Mouse, PelletCount, MotorTurns, BatteryVoltage, Delay
7/25/2021 17:48:46,1,1,1,4.31,0
7/25/2021 17:49:09,1,2,1,4.32,15
7/25/2021 17:49:32,1,3,1,4.32,15
7/25/2021 17:49:54,1,4,1,4.32,15
7/25/2021 17:50:52,1,5,9,4.32,15
MM:DD:YYYY hh:mm:ss, Mouse, PelletCount, MotorTurns, BatteryVoltage, Delay
7/25/2021 17:48:46,1,1,1,4.32,0
MM:DD:YYYY hh:mm:ss, Mouse, PelletCount, MotorTurns, BatteryVoltage, Delay
7/25/2021 17:48:46,1,1,1,4.32,0
7/25/2021 17:49:24,1,2,4,4.31,15
MM:DD:YYYY hh:mm:ss, Mouse, PelletCount, MotorTurns, BatteryVoltage, Delay
7/25/2021 17:48:45,1,1,1,4.32,0
7/25/2021 17:49:18,1,2,3,4.32,15
MM:DD:YYYY hh:mm:ss, Mouse, PelletCount, MotorTurns, BatteryVoltage, Delay
7/25/2021 17:48:46,1,1,1,4.32,0
MM:DD:YYYY hh:mm:ss, Mouse, PelletCount, MotorTurns, BatteryVoltage, Delay
7/25/2021 17:48:46,1,1,1,4.31,0
7/25/2021 17:49:08,1,2,1,4.32,15
7/25/2021 17:49:36,1,3,2,4.32,15
MM:DD:YYYY hh:mm:ss, Mouse, PelletCount, MotorTurns, BatteryVoltage, Delay
7/25/2021 17:48:52,1,1,2,4.32,0
MM:DD:YYYY hh:mm:ss, Mouse, PelletCount, MotorTurns, BatteryVoltage, Delay
7/25/2021 17:48:45,1,1,1,4.31,0
7/25/2021 17:49:06,1,2,1,4.32,15
MM:DD:YYYY hh:mm:ss, Mouse, PelletCount, MotorTurns, BatteryVoltage, Delay
7/25/2021 17:48:54,1,1,3,4.32,0
7/25/2021 17:49:16,1,2,1,4.32,15
