MM:DD:YYYY hh:mm:ss, Mouse, PelletCount, MotorTurns, BatteryVoltage, Delay
10/13/2021 13:22:32,9,1,1,4.10,15
10/13/2021 13:30:43,9,2,1,4.08,15
10/13/2021 13:33:52,9,3,1,4.09,15
10/13/2021 13:37:24,9,4,1,4.09,15
10/13/2021 15:08:25,9,5,1,4.08,15
10/13/2021 16:17:40,9,6,1,4.08,15
10/13/2021 16:21:57,9,7,1,4.09,15
10/13/2021 16:26:11,9,8,1,4.09,15
10/13/2021 16:32:23,9,9,3,4.09,15
10/13/2021 16:37:05,9,10,1,4.09,15
10/13/2021 16:49:36,9,11,1,4.09,15
10/13/2021 17:02:55,9,12,1,4.08,15
10/13/2021 17:12:07,9,13,1,4.08,15
10/13/2021 17:14:38,9,14,1,4.08,15
10/13/2021 17:20:06,9,15,1,4.08,15
10/13/2021 17:23:32,9,16,1,4.08,15
10/13/2021 17:34:43,9,17,1,4.08,15
10/13/2021 17:41:08,9,18,1,4.08,15
10/13/2021 17:42:54,9,19,1,4.08,15
10/13/2021 17:47:34,9,20,1,4.09,15
10/13/2021 17:53:24,9,21,1,4.08,15
10/13/2021 17:56:57,9,22,1,4.08,15
10/13/2021 17:59:50,9,23,2,4.08,15
10/13/2021 18:04:41,9,24,1,4.08,15
10/13/2021 18:12:36,9,25,1,4.08,15
10/13/2021 18:18:00,9,26,1,4.08,15
10/13/2021 18:24:26,9,27,1,4.08,15
10/13/2021 18:27:01,9,28,1,4.09,15
10/13/2021 19:19:44,9,29,1,4.08,15
10/13/2021 19:21:29,9,30,1,4.08,15
10/13/2021 19:56:34,9,31,1,4.09,15
10/13/2021 20:05:28,9,32,1,4.08,15
10/13/2021 20:29:02,9,33,1,4.08,15
10/13/2021 20:31:26,9,34,1,4.08,15
10/13/2021 20:34:32,9,35,1,4.08,15
10/13/2021 20:41:31,9,36,1,4.07,15
10/13/2021 20:46:02,9,37,1,4.07,15
10/13/2021 20:54:56,9,38,1,4.08,15
10/13/2021 21:11:51,9,39,1,4.08,15
10/13/2021 21:21:48,9,40,1,4.08,15
10/13/2021 22:49:36,9,41,1,4.08,15
10/13/2021 22:52:27,9,42,1,4.08,15
10/13/2021 23:23:59,9,43,1,4.08,15
10/13/2021 23:53:10,9,44,1,4.07,15
10/14/2021 0:05:41,9,45,1,4.07,15
10/14/2021 0:15:07,9,46,1,4.08,15
10/14/2021 0:23:31,9,47,1,4.07,15
10/14/2021 0:28:43,9,48,1,4.07,15
