MM:DD:YYYY hh:mm:ss, Mouse, PelletCount, MotorTurns, BatteryVoltage, Delay
7/26/2021 10:41:20,234,1,1,3.98,0
7/26/2021 12:22:56,234,3,1,3.91,15
7/26/2021 16:26:18,234,4,2,3.9,15
7/26/2021 16:27:27,234,5,1,3.91,15
7/26/2021 16:27:58,234,6,1,3.91,15
7/26/2021 17:21:00,234,7,1,3.9,15
7/26/2021 17:23:15,234,8,1,3.9,15
7/26/2021 17:24:02,234,9,1,3.91,15
7/26/2021 17:29:05,234,10,1,3.91,15
7/26/2021 17:34:56,234,11,1,3.9,15
7/26/2021 18:26:00,234,12,1,3.9,15
7/26/2021 17:21:00,234,7,1,3.9,15
7/26/2021 17:23:15,234,8,1,3.9,15
7/27/2021 11:34:29,234,2,1,3.94,15
7/28/2021 12:22:56,234,3,1,3.91,15
7/28/2021 16:26:18,234,4,2,3.9,15
7/28/2021 16:27:27,234,5,1,3.91,15
7/28/2021 16:27:58,234,6,1,3.91,15
7/28/2021 17:21:00,234,7,1,3.9,15
7/28/2021 17:23:15,234,8,1,3.9,15
7/28/2021 17:24:02,234,9,1,3.91,15
7/28/2021 17:29:05,234,10,1,3.91,15
7/28/2021 17:34:56,234,11,1,3.9,15
7/28/2021 18:26:00,234,12,1,3.9,15
7/28/2021 18:27:25,234,13,1,3.91,15
7/28/2021 18:27:51,234,14,1,3.91,15
7/28/2021 18:35:22,234,15,3,3.91,15
7/28/2021 18:35:42,234,16,1,3.9,15
7/28/2021 18:37:08,234,17,1,3.91,15
7/28/2021 18:38:30,234,18,1,3.9,15
7/28/2021 18:39:45,234,19,1,3.9,15
7/28/2021 19:14:48,234,20,1,3.91,15
7/28/2021 19:16:41,234,21,1,3.91,15
7/28/2021 19:27:12,234,22,1,3.91,15
7/28/2021 19:28:35,234,23,4,3.91,15
7/28/2021 19:45:28,234,24,1,3.9,15
7/28/2021 19:50:35,234,25,1,3.9,15
7/28/2021 20:01:16,234,26,1,3.9,15
7/28/2021 20:02:43,234,27,1,3.9,15
7/28/2021 20:04:06,234,28,1,3.91,15
7/28/2021 20:34:47,234,29,1,3.9,15
7/28/2021 20:36:41,234,30,1,3.9,15
7/28/2021 20:37:49,234,31,1,3.9,15
7/28/2021 21:18:23,234,32,1,3.9,15
7/28/2021 21:19:36,234,33,1,3.9,15
7/28/2021 21:21:09,234,34,1,3.89,15
7/28/2021 21:51:22,234,35,1,3.9,15
7/28/2021 22:21:40,234,36,1,3.89,15
7/28/2021 22:22:11,234,37,1,3.89,15
7/28/2021 22:23:25,234,38,1,3.9,15
7/28/2021 22:25:04,234,39,1,3.9,15
7/28/2021 23:20:19,234,40,1,3.89,15
7/28/2021 23:21:54,234,41,1,3.89,15
7/29/2021 0:29:44,234,42,1,3.89,15
7/29/2021 0:32:02,234,43,1,3.89,15
7/29/2021 0:34:22,234,44,10,3.89,15
7/29/2021 0:35:01,234,45,1,3.89,15
7/29/2021 6:09:12,234,46,3,3.88,15
7/29/2021 6:09:32,234,47,1,3.88,15
7/29/2021 6:10:55,234,48,1,3.88,15
7/29/2021 6:12:33,234,49,1,3.89,15
7/29/2021 6:12:57,234,50,1,3.88,15
7/29/2021 8:36:45,234,51,1,3.87,15
7/29/2021 10:33:23,234,52,1,3.87,15
7/29/2021 10:34:00,234,53,1,3.87,15
7/29/2021 12:22:25,234,54,3,3.87,15
7/29/2021 12:34:00,234,55,1,3.87,15
7/29/2021 12:35:42,234,56,1,3.87,15
7/29/2021 12:38:11,234,57,1,3.87,15
7/29/2021 12:49:35,234,58,1,3.87,15
7/29/2021 14:15:01,234,59,1,3.87,15
7/29/2021 14:15:28,234,60,1,3.87,15
7/29/2021 14:27:07,234,61,1,3.87,15
7/29/2021 14:28:19,234,62,1,3.87,15
7/29/2021 16:01:32,234,63,1,3.86,15
7/29/2021 16:06:15,234,64,1,3.87,15
7/29/2021 16:07:33,234,65,1,3.87,15
7/29/2021 16:08:57,234,66,2,3.87,15
7/29/2021 16:20:18,234,67,1,3.86,15
7/29/2021 16:21:31,234,68,1,3.86,15
7/29/2021 16:31:24,234,69,1,3.86,15
7/29/2021 17:37:03,234,70,1,3.86,15
7/29/2021 17:38:16,234,71,2,3.87,15
7/29/2021 17:40:04,234,72,1,3.87,15
7/29/2021 17:46:52,234,73,1,3.87,15
7/29/2021 17:47:22,234,74,1,3.86,15
7/29/2021 17:57:46,234,75,1,3.86,15
7/29/2021 17:58:59,234,76,1,3.86,15
7/29/2021 18:37:00,234,77,1,3.87,15
7/29/2021 18:39:06,234,78,1,3.85,15
7/29/2021 18:42:10,234,79,1,3.86,15
7/29/2021 18:50:07,234,80,3,3.87,15
7/29/2021 18:56:37,234,81,1,3.86,15
7/29/2021 19:01:35,234,82,1,3.87,15
7/29/2021 19:36:19,234,83,2,3.86,15
7/29/2021 20:59:11,234,84,2,3.85,15
7/29/2021 20:59:32,234,85,1,3.85,15
7/29/2021 21:00:38,234,86,1,3.85,15
7/29/2021 21:02:15,234,87,4,3.85,15
7/29/2021 21:03:13,234,88,1,3.85,15
7/29/2021 21:10:22,234,89,1,3.85,15
7/29/2021 21:18:18,234,90,2,3.85,15
7/29/2021 21:18:38,234,91,1,3.85,15
7/29/2021 21:19:20,234,92,1,3.85,15
7/29/2021 21:25:14,234,93,1,3.86,15
7/29/2021 21:30:30,234,94,1,3.85,15
7/29/2021 21:31:38,234,95,1,3.85,15
7/29/2021 21:44:34,234,96,1,3.85,15
7/29/2021 21:44:59,234,97,1,3.85,15
7/30/2021 0:21:34,234,98,1,3.85,15
7/30/2021 0:37:05,234,99,1,3.85,15
7/30/2021 0:56:59,234,100,1,3.85,15
7/30/2021 2:05:13,234,101,2,3.84,15
7/30/2021 2:05:35,234,102,1,3.85,15
7/30/2021 2:06:33,234,103,1,3.84,15
7/30/2021 2:07:28,234,104,1,3.84,15
7/30/2021 2:08:22,234,105,1,3.84,15
7/30/2021 2:09:32,234,106,2,3.84,15
7/30/2021 2:10:13,234,107,1,3.84,15
7/30/2021 2:21:02,234,108,1,3.85,15
7/30/2021 2:21:25,234,109,1,3.84,15
7/30/2021 2:22:42,234,110,1,3.85,15
7/30/2021 2:35:45,234,111,1,3.85,15
7/30/2021 5:39:44,234,112,1,3.83,15
7/30/2021 5:40:50,234,113,1,3.83,15
7/30/2021 6:24:46,234,114,50,3.83,15
7/30/2021 12:09:32,234,115,39,3.82,15
7/30/2021 13:30:35,234,1,11,3.88,15
7/30/2021 13:35:59,234,2,47,3.87,15
7/30/2021 13:36:22,234,3,1,3.88,15
7/30/2021 13:36:44,234,4,1,3.87,15
7/30/2021 15:58:53,234,5,90,3.87,15
7/30/2021 16:04:30,234,6,51,3.87,15
7/30/2021 16:06:05,234,7,11,3.86,15
7/30/2021 16:06:51,234,8,6,3.86,15
7/30/2021 16:07:57,234,9,1,3.87,15
7/30/2021 16:12:43,234,10,36,3.86,15
7/30/2021 17:15:53,234,11,10,3.85,15
7/30/2021 17:17:05,234,12,8,3.85,15
7/30/2021 17:18:46,234,13,10,3.85,15
7/30/2021 17:19:32,234,14,1,3.85,15
7/30/2021 17:21:56,234,15,10,3.85,15
7/30/2021 17:34:32,234,16,10,3.85,15
7/30/2021 18:30:11,234,17,149,3.84,15
7/30/2021 19:14:58,234,18,390,3.81,15
7/30/2021 19:55:58,234,19,369,3.78,15
7/30/2021 21:40:21,234,20,945,3.74,15
7/30/2021 22:22:48,234,21,385,3.73,15
7/31/2021 2:38:11,234,22,2309,3.67,15
7/31/2021 5:26:11,234,23,1519,3.64,15
8/1/2021 21:57:29,234,1,1,4.03,15
8/2/2021 21:57:29,234,1,1,4.03,15
8/2/2021 22:11:55,234,2,1,4.03,15
8/2/2021 22:12:34,234,3,2,4.03,15
8/2/2021 22:48:55,234,4,2,4.03,15
8/2/2021 22:49:19,234,5,1,4.03,15
8/2/2021 23:21:17,234,6,9,4.03,15
8/2/2021 23:21:51,234,7,2,4.03,15
8/2/2021 23:22:19,234,8,1,4.03,15
8/2/2021 23:22:40,234,9,1,4.03,15
8/2/2021 23:23:10,234,10,1,4.03,15
