MM:DD:YYYY hh:mm:ss, Mouse, PelletCount, MotorTurns, BatteryVoltage, Delay
9/6/2021 14:35:09,5,1,12,3.82,15
9/6/2021 14:35:47,5,2,1,3.82,15
9/6/2021 14:42:27,5,3,1,3.82,15
9/6/2021 14:43:38,5,4,1,3.82,15
9/6/2021 14:47:00,5,5,2,3.82,15
9/6/2021 14:50:42,5,6,1,3.82,15
9/6/2021 14:56:52,5,7,1,3.82,15
9/6/2021 15:05:27,5,8,1,3.83,15
9/6/2021 15:10:32,5,9,1,3.83,15
9/6/2021 15:14:57,5,10,1,3.82,15
9/6/2021 15:22:12,5,11,1,3.82,15
9/6/2021 15:30:17,5,12,1,3.82,15
9/6/2021 15:34:11,5,13,1,3.82,15
9/6/2021 15:34:49,5,14,1,3.82,15
9/6/2021 15:52:54,5,15,1,3.82,15
9/6/2021 16:01:11,5,16,1,3.82,15
9/6/2021 16:17:01,5,17,1,3.82,15
9/6/2021 16:29:30,5,18,1,3.82,15
9/6/2021 16:47:16,5,19,1,3.83,15
9/6/2021 18:14:58,5,20,1,3.82,15
9/6/2021 18:15:56,5,21,1,3.82,15
9/6/2021 18:44:42,5,22,1,3.81,15
9/6/2021 20:18:26,5,23,2,3.82,15
9/6/2021 20:21:10,5,24,1,3.82,15
9/6/2021 20:51:29,5,25,1,3.82,15
9/6/2021 20:53:11,5,26,1,3.81,15
9/6/2021 21:03:34,5,27,1,3.82,15
9/6/2021 21:11:36,5,28,1,3.82,15
9/6/2021 21:28:35,5,29,1,3.82,15
9/6/2021 21:29:15,5,30,1,3.82,15
9/6/2021 22:09:57,5,31,1,3.82,15
9/6/2021 22:11:07,5,32,1,3.82,15
9/6/2021 22:45:17,5,33,1,3.81,15
9/6/2021 22:46:10,5,34,1,3.81,15
9/6/2021 23:16:52,5,35,1,3.81,15
9/6/2021 23:37:10,5,36,1,3.81,15
9/6/2021 23:39:14,5,37,1,3.81,15
9/6/2021 23:43:01,5,38,1,3.81,15
9/6/2021 23:46:34,5,39,1,3.81,15
9/6/2021 23:51:51,5,40,1,3.82,15
9/7/2021 0:04:44,5,41,1,3.81,15
9/7/2021 0:16:45,5,42,1,3.80,15
9/7/2021 0:20:04,5,43,1,3.82,15
9/7/2021 0:22:33,5,44,1,3.81,15
9/7/2021 0:37:24,5,45,1,3.81,15
9/7/2021 0:43:25,5,46,1,3.81,15
9/7/2021 0:47:29,5,47,1,3.80,15
9/7/2021 0:53:30,5,48,1,3.80,15
9/7/2021 1:11:29,5,49,1,3.81,15
9/7/2021 1:22:03,5,50,1,3.80,15
9/7/2021 5:55:10,5,51,1,3.80,15
9/7/2021 7:07:02,5,52,1,3.80,15
9/7/2021 7:26:09,5,53,1,3.80,15
9/7/2021 10:02:30,5,54,1,3.80,15
9/7/2021 10:57:03,5,55,1,3.80,15
9/7/2021 11:32:58,5,56,1,3.79,15
9/7/2021 12:03:41,5,57,1,3.79,15
9/7/2021 12:04:13,5,58,2,3.80,15
9/7/2021 12:04:35,5,59,1,3.79,15
9/7/2021 12:10:01,5,60,1,3.79,15
9/7/2021 13:01:25,5,61,1,3.79,15
9/7/2021 13:06:13,5,62,1,3.79,15
9/7/2021 13:10:05,5,63,1,3.79,15
9/7/2021 13:21:40,5,64,1,3.78,15
9/7/2021 13:25:42,5,65,1,3.79,15
9/7/2021 13:29:23,5,66,1,3.79,15
9/7/2021 13:34:44,5,67,1,3.79,15
9/7/2021 13:40:59,5,68,1,3.79,15
9/7/2021 13:46:04,5,69,1,3.79,15
9/7/2021 13:55:49,5,70,1,3.79,15
9/7/2021 13:58:10,5,71,1,3.78,15
9/7/2021 14:03:42,5,72,1,3.79,15
9/7/2021 14:08:59,5,73,1,3.78,15
9/7/2021 14:19:22,5,74,1,3.78,15
9/7/2021 14:29:21,5,75,1,3.78,15
9/7/2021 14:50:42,5,76,1,3.78,15
9/7/2021 14:55:55,5,77,1,3.79,15
9/7/2021 15:01:03,5,78,1,3.78,15
9/7/2021 16:17:25,5,79,1,3.79,15
9/7/2021 16:49:23,5,80,1,3.78,15
9/7/2021 16:56:51,5,81,1,3.78,15
9/7/2021 17:44:42,5,82,1,3.78,15
9/7/2021 17:55:20,5,83,1,3.78,15
9/7/2021 18:06:15,5,84,1,3.78,15
9/7/2021 18:09:06,5,85,1,3.78,15
9/7/2021 18:53:13,5,86,1,3.78,15
9/7/2021 19:17:50,5,87,1,3.78,15
9/7/2021 19:21:18,5,88,1,3.77,15
9/7/2021 19:27:27,5,89,1,3.78,15
9/7/2021 19:41:41,5,90,1,3.78,15
9/7/2021 19:44:56,5,91,2,3.77,15
9/7/2021 20:02:42,5,92,1,3.77,15
9/7/2021 20:06:34,5,93,1,3.77,15
9/7/2021 22:45:41,5,94,2,3.77,15
9/7/2021 23:02:55,5,95,1,3.78,15
9/7/2021 23:06:28,5,96,1,3.76,15
9/7/2021 23:12:08,5,97,1,3.77,15
9/7/2021 23:19:57,5,98,1,3.77,15
9/7/2021 23:33:20,5,99,1,3.76,15
9/7/2021 23:42:16,5,100,1,3.76,15
9/7/2021 23:48:03,5,101,1,3.76,15
9/7/2021 23:55:08,5,102,1,3.76,15
9/8/2021 0:13:22,5,103,1,3.77,15
9/8/2021 0:22:03,5,104,1,3.76,15
9/8/2021 0:54:27,5,105,1,3.76,15
9/8/2021 1:12:28,5,106,1,3.76,15
9/8/2021 3:53:21,5,107,1,3.76,15
9/8/2021 9:19:33,5,108,1,3.74,15
9/8/2021 11:08:39,5,109,2,3.74,15
9/8/2021 11:46:57,5,110,1,3.74,15
9/8/2021 12:08:35,5,111,1,3.73,15
9/8/2021 12:14:42,5,112,1,3.73,15
9/8/2021 12:25:44,5,113,1,3.74,15
9/8/2021 12:54:17,5,114,1,3.73,15
9/8/2021 12:55:06,5,115,1,3.73,15
9/8/2021 13:10:11,5,116,1,3.73,15
9/8/2021 13:18:35,5,117,1,3.73,15
9/8/2021 13:24:48,5,118,1,3.73,15
9/8/2021 13:26:43,5,119,1,3.73,15
9/8/2021 13:30:19,5,120,1,3.73,15
9/8/2021 13:35:02,5,121,1,3.73,15
9/8/2021 13:41:08,5,122,1,3.73,15
9/8/2021 13:47:24,5,123,1,3.73,15
9/8/2021 13:50:38,5,124,1,3.73,15
9/8/2021 13:53:25,5,125,1,3.73,15
9/8/2021 13:57:24,5,126,1,3.73,15
9/8/2021 14:01:15,5,127,1,3.73,15
9/8/2021 14:01:38,5,128,1,3.73,15
9/8/2021 14:32:56,5,129,1,3.73,15
9/8/2021 14:46:17,5,130,1,3.73,15
9/8/2021 15:08:46,5,131,1,3.73,15
9/8/2021 15:12:53,5,132,1,3.73,15
9/8/2021 15:23:26,5,133,1,3.72,15
9/8/2021 15:46:46,5,134,1,3.73,15
9/8/2021 15:55:32,5,135,1,3.72,15
9/8/2021 15:57:08,5,136,1,3.72,15
9/8/2021 16:20:23,5,137,1,3.72,15
9/8/2021 16:25:18,5,138,1,3.72,15
9/8/2021 16:38:48,5,139,1,3.71,15
9/8/2021 18:04:42,5,140,1,3.72,15
9/8/2021 18:05:44,5,141,1,3.72,15
9/8/2021 18:25:34,5,142,1,3.72,15
9/8/2021 18:32:04,5,143,1,3.71,15
9/8/2021 18:44:12,5,144,1,3.71,15
9/8/2021 18:47:59,5,145,1,3.71,15
9/8/2021 19:03:41,5,146,1,3.71,15
9/8/2021 20:31:08,5,147,1,3.71,15
9/8/2021 20:48:06,5,148,1,3.71,15
9/8/2021 20:53:37,5,149,1,3.71,15
9/8/2021 20:57:31,5,150,1,3.71,15
9/8/2021 21:03:40,5,151,1,3.71,15
9/8/2021 21:12:49,5,152,1,3.71,15
9/8/2021 21:52:05,5,153,1,3.71,15
9/8/2021 22:31:02,5,154,1,3.71,15
9/8/2021 22:41:01,5,155,1,3.71,15
9/8/2021 22:50:48,5,156,1,3.71,15
9/8/2021 22:57:29,5,157,1,3.71,15
9/8/2021 23:00:27,5,158,1,3.71,15
9/8/2021 23:24:34,5,159,1,3.71,15
9/8/2021 23:32:37,5,160,1,3.71,15
9/8/2021 23:37:25,5,161,1,3.70,15
9/8/2021 23:44:30,5,162,1,3.70,15
9/8/2021 23:49:05,5,163,1,3.71,15
9/8/2021 23:57:34,5,164,1,3.70,15
9/9/2021 0:02:59,5,165,1,3.71,15
9/9/2021 0:06:46,5,166,1,3.71,15
9/9/2021 0:25:32,5,167,2,3.71,15
9/9/2021 0:32:30,5,168,1,3.70,15
9/9/2021 0:44:00,5,169,1,3.70,15
9/9/2021 1:03:21,5,170,1,3.70,15
9/9/2021 6:01:00,5,171,1,3.69,15
9/9/2021 6:03:28,5,172,1,3.69,15
9/9/2021 8:44:55,5,173,1,3.69,15
9/9/2021 10:26:51,5,174,1,3.69,15
9/9/2021 11:10:55,5,175,1,3.68,15
9/9/2021 12:02:39,5,176,1,3.68,15
9/9/2021 12:13:18,5,177,1,3.68,15
9/9/2021 12:14:28,5,178,1,3.67,15
9/9/2021 12:33:35,5,179,1,3.67,15
9/9/2021 12:38:10,5,180,1,3.68,15
9/9/2021 12:42:14,5,181,1,3.68,15
9/9/2021 13:13:58,5,182,1,3.68,15
9/9/2021 13:47:47,5,183,1,3.67,15
9/9/2021 13:48:39,5,184,1,3.67,15
9/9/2021 13:50:51,5,185,1,3.67,15
9/9/2021 13:52:18,5,186,1,3.67,15
9/9/2021 13:58:37,5,187,1,3.67,15
9/9/2021 14:10:59,5,188,1,3.67,15
9/9/2021 14:14:55,5,189,1,3.67,15
9/9/2021 14:21:44,5,190,1,3.67,15
9/9/2021 14:25:41,5,191,1,3.67,15
9/9/2021 14:31:37,5,192,1,3.67,15
9/9/2021 14:57:32,5,193,2,3.67,15
9/9/2021 15:01:58,5,194,1,3.67,15
9/9/2021 15:09:13,5,195,1,3.67,15
9/9/2021 15:19:59,5,196,1,3.67,15
9/9/2021 15:50:50,5,197,1,3.67,15
9/9/2021 15:52:46,5,198,1,3.67,15
9/9/2021 16:08:05,5,199,1,3.67,15
9/9/2021 17:51:39,5,200,1,3.66,15
9/9/2021 17:52:47,5,201,1,3.67,15
9/9/2021 18:04:27,5,202,1,3.66,15
9/9/2021 18:13:19,5,203,1,3.66,15
9/9/2021 18:17:12,5,204,1,3.66,15
9/9/2021 18:30:33,5,205,1,3.66,15
9/9/2021 18:36:43,5,206,1,3.66,15
9/9/2021 19:31:17,5,207,1,3.66,15
9/9/2021 19:49:54,5,208,1,3.66,15
9/9/2021 19:50:42,5,209,1,3.66,15
9/9/2021 20:11:06,5,210,1,3.66,15
9/9/2021 20:21:02,5,211,1,3.66,15
9/9/2021 20:55:57,5,212,1,3.65,15
9/9/2021 20:56:44,5,213,1,3.66,15
9/9/2021 21:29:24,5,214,1,3.65,15
9/9/2021 21:52:50,5,215,1,3.65,15
9/9/2021 21:56:19,5,216,1,3.65,15
9/9/2021 22:00:12,5,217,1,3.66,15
9/9/2021 22:05:22,5,218,1,3.65,15
9/9/2021 22:33:56,5,219,1,3.66,15
9/9/2021 22:34:35,5,220,1,3.65,15
9/9/2021 22:58:20,5,221,1,3.65,15
9/9/2021 23:00:47,5,222,1,3.66,15
9/9/2021 23:02:40,5,223,1,3.65,15
9/9/2021 23:11:35,5,224,1,3.65,15
9/9/2021 23:19:13,5,225,1,3.65,15
9/9/2021 23:22:27,5,226,1,3.65,15
9/9/2021 23:32:19,5,227,1,3.65,15
9/9/2021 23:48:09,5,228,1,3.65,15
9/9/2021 23:52:00,5,229,1,3.65,15
9/10/2021 0:03:34,5,230,1,3.65,15
9/10/2021 0:22:57,5,231,1,3.65,15
9/10/2021 0:27:57,5,232,1,3.65,15
9/10/2021 0:34:48,5,233,1,3.65,15
9/10/2021 0:45:38,5,234,1,3.65,15
9/10/2021 0:53:07,5,235,1,3.65,15
9/10/2021 1:02:22,5,236,1,3.65,15
9/10/2021 1:20:07,5,237,1,3.65,15
9/10/2021 1:35:31,5,238,1,3.65,15
9/10/2021 2:06:33,5,239,2,3.65,15
9/10/2021 5:34:30,5,240,1,3.64,15
9/10/2021 10:48:57,5,241,1,3.64,15
9/10/2021 11:48:55,5,242,1,3.64,15
