MM:DD:YYYY hh:mm:ss, Mouse, PelletCount, MotorTurns, BatteryVoltage, Delay
8/13/2021 12:07:19,2,1,1,4.16,15
8/13/2021 12:07:53,2,2,1,4.16,15
8/13/2021 12:08:20,2,3,1,4.16,15
8/13/2021 12:55:47,2,4,1,4.16,15
8/13/2021 12:56:14,2,5,1,4.16,15
8/13/2021 12:56:39,2,6,1,4.16,15
8/13/2021 12:57:04,2,7,1,4.16,15
8/13/2021 13:01:42,2,8,2,4.16,15
8/13/2021 13:06:05,2,9,1,4.16,15
8/13/2021 19:54:14,2,10,3,4.13,15
8/13/2021 19:55:44,2,11,1,4.14,15
8/13/2021 20:02:20,2,12,2,4.13,15
8/13/2021 20:06:30,2,13,1,4.13,15
8/13/2021 20:26:03,2,14,1,4.13,15
8/13/2021 20:33:56,2,15,1,4.13,15
8/13/2021 20:38:16,2,16,2,4.13,15
8/13/2021 20:41:48,2,17,1,4.12,15
8/13/2021 20:42:57,2,18,2,4.13,15
8/13/2021 21:50:20,2,19,250,4.10,15
8/13/2021 22:00:45,2,20,49,4.09,15
8/14/2021 2:17:28,2,21,1199,4.00,15
8/14/2021 2:29:13,2,22,2,4.00,15
8/14/2021 5:57:01,2,23,971,3.91,15
8/14/2021 17:02:49,2,24,3102,3.65,15
8/14/2021 17:16:21,2,25,4,3.65,15
8/14/2021 19:48:53,2,26,6,3.65,15
8/14/2021 19:51:56,2,27,10,3.65,15
8/14/2021 20:17:08,2,28,117,3.64,15
8/14/2021 21:29:16,2,29,320,3.64,15
8/14/2021 21:50:12,2,30,36,3.64,15
8/14/2021 22:11:55,2,31,1,3.64,15
8/14/2021 23:00:29,2,32,6,3.64,15
8/14/2021 23:01:38,2,33,5,3.64,15
8/14/2021 23:05:32,2,34,18,3.63,15
8/15/2021 1:26:34,2,35,492,3.62,15
8/15/2021 4:47:03,2,36,89,3.61,15
8/15/2021 7:02:43,2,37,57,3.61,15
8/15/2021 7:11:23,2,38,14,3.61,15
8/15/2021 14:13:03,2,39,1909,3.48,15
8/15/2021 14:17:52,2,40,9,3.48,15
8/15/2021 17:05:58,2,41,786,3.47,15
8/15/2021 18:43:03,2,42,454,3.49,15
8/15/2021 18:59:54,2,43,32,3.49,15
MM:DD:YYYY hh:mm:ss, Mouse, PelletCount, MotorTurns, BatteryVoltage, Delay
8/13/2021 12:07:17,2,1,4,3.94,15
MM:DD:YYYY hh:mm:ss, Mouse, PelletCount, MotorTurns, BatteryVoltage, Delay
