MM:DD:YYYY hh:mm:ss, Mouse, PelletCount, MotorTurns, BatteryVoltage, Delay
7/28/2021 21:24:40,1,1,1,3.86,0
7/28/2021 21:25:44,1,2,2,3.85,15
MM:DD:YYYY hh:mm:ss, Mouse, PelletCount, MotorTurns, BatteryVoltage, Delay
7/28/2021 21:24:49,1,1,1,3.85,0
