MM:DD:YYYY hh:mm:ss, Mouse, PelletCount, MotorTurns, BatteryVoltage, Delay
7/25/2021 20:49:19,1,1,1,4.36,0
7/25/2021 20:49:43,1,2,1,4.36,15
7/25/2021 20:50:07,1,3,1,4.36,15
7/25/2021 20:50:30,1,4,1,4.36,15
7/25/2021 20:50:53,1,5,1,4.36,15
7/25/2021 20:51:22,1,6,2,4.36,15
7/25/2021 20:51:50,1,7,1,4.36,15
7/25/2021 20:52:13,1,8,1,4.36,15
7/25/2021 20:52:41,1,9,2,4.36,15
7/25/2021 20:53:16,1,10,3,4.36,15
MM:DD:YYYY hh:mm:ss, Mouse, PelletCount, MotorTurns, BatteryVoltage, Delay
7/25/2021 20:49:13,1,1,1,3.93,0
